ProductName,Brand,Price,DiscountPrice,Image_Url,Quantity,Category,SubCategory,Absolute_Url,DiscountPercentage
4228,58,1400.0,728.0,https://www.bigbasket.com/media/uploads/p/l/40006250_7-borges-extra-virgin-olive-oil.jpg,1.0,8,116,https://www.bigbasket.com/pd/40006250/borges-extra-virgin-olive-oil-1-l-pet-bottle/,48.0
2052,58,6000.0,3060.0,https://www.bigbasket.com/media/uploads/p/l/40208261_1-borges-extra-virgin-olive-oil.jpg,5.0,8,116,https://www.bigbasket.com/pd/40208261/borges-extra-virgin-olive-oil-5-l-pet-jar/,49.0
4228,58,2700.0,1377.0,https://www.bigbasket.com/media/uploads/p/l/40191534_1-borges-extra-virgin-olive-oil.jpg,2.0,8,116,https://www.bigbasket.com/pd/40191534/borges-extra-virgin-olive-oil-2-l-pet-bottle/,49.0
2325,274,135.0,99.0,https://www.bigbasket.com/media/uploads/p/l/40192104_9-fresho-frozen-green-peas.jpg,500.0,10,139,https://www.bigbasket.com/pd/40192104/fresho-frozen-green-peas-500-g-pouch/,26.666666666666668
2325,274,480.0,378.0,https://www.bigbasket.com/media/uploads/p/l/1214513_9-fresho-frozen-green-peas.jpg,2.0,10,139,https://www.bigbasket.com/pd/1214513/fresho-frozen-green-peas-2x1-kg-slider-zip-standy-pouch/,21.25
2325,274,240.0,189.0,https://www.bigbasket.com/media/uploads/p/l/40163718_11-fresho-frozen-green-peas.jpg,1.0,10,139,https://www.bigbasket.com/pd/40163718/fresho-frozen-green-peas-1-kg-slider-zip-standy-pouch/,21.25
2325,274,270.0,198.0,https://www.bigbasket.com/media/uploads/p/l/1210065_9-fresho-frozen-green-peas.jpg,2.0,10,139,https://www.bigbasket.com/pd/1210065/fresho-frozen-green-peas-2x500-g-pouch/,26.666666666666668
5945,635,650.0,567.0,https://www.bigbasket.com/media/uploads/p/l/226491_10-red-label-tea-natural-care.jpg,1.0,3,196,https://www.bigbasket.com/pd/226491/red-label-tea-natural-care-1-kg/,12.769230769230768
5945,635,170.0,151.0,https://www.bigbasket.com/media/uploads/p/l/266615_12-red-label-tea-natural-care.jpg,250.0,3,196,https://www.bigbasket.com/pd/266615/red-label-tea-natural-care-250-g/,11.176470588235295
5945,635,330.0,296.0,https://www.bigbasket.com/media/uploads/p/l/274791_12-red-label-tea-natural-care.jpg,500.0,3,196,https://www.bigbasket.com/pd/274791/red-label-tea-natural-care-500-g/,10.303030303030303
5945,635,65.0,65.0,https://www.bigbasket.com/media/uploads/p/l/266583_10-red-label-tea-natural-care.jpg,100.0,3,196,https://www.bigbasket.com/pd/266583/red-label-tea-natural-care-100-g/,0.0
1050,235,360.0,261.9,https://www.bigbasket.com/media/uploads/p/l/1214632_2-eveready-carbon-zinc-battery-red-hd-aa-1015.jpg,2.0,9,32,https://www.bigbasket.com/pd/1214632/eveready-carbon-zinc-battery-red-hd-aa-1015-2-x-10-pcs/,27.250000000000007
1050,235,180.0,135.0,https://www.bigbasket.com/media/uploads/p/l/106417_2-eveready-carbon-zinc-battery-red-hd-aa-1015.jpg,10.0,9,32,https://www.bigbasket.com/pd/106417/eveready-carbon-zinc-battery-red-hd-aa-1015-10-pcs/,25.0
