ProductName,Brand,Price,DiscountPrice,Quantity,Category,SubCategory,DiscountPercentage
4881,551,3698.0,2588.6,2.0,2,122,30.0
5960,570,140.0,85.0,1.0,4,92,39.2857
3620,485,660.0,449.0,25.0,4,46,31.9697
4971,306,95.0,69.0,100.0,8,166,27.3684
521,748,750.0,375.0,150.0,8,152,50.0
549,748,200.0,120.0,100.0,8,152,40.0
2880,414,1050.0,735.0,5.0,2,118,30.0
2823,222,109.0,69.0,1.0,9,191,36.6972
1627,28,225.0,149.0,1.0,9,191,33.7778
6387,524,295.0,221.25,5.0,6,239,25.0
6387,524,50.0,37.5,750.0,6,239,25.0
6369,524,415.0,311.25,1.0,6,238,25.0
1573,524,120.0,90.0,500.0,6,236,25.0
3599,524,130.0,97.5,500.0,6,236,25.0
3611,524,120.0,90.0,500.0,6,236,25.0
4275,524,125.0,93.75,500.0,6,236,25.0
1273,524,140.0,105.0,500.0,6,236,25.0
2956,524,125.0,93.75,500.0,6,236,25.0
4849,524,125.0,93.75,500.0,6,236,25.0
6355,524,145.0,108.75,500.0,6,236,25.0
677,524,30.0,22.5,50.0,6,241,25.0
971,524,80.0,60.0,500.0,6,244,25.0
4601,524,450.0,337.5,400.0,6,238,25.0
4628,771,149.0,79.0,12.0,4,164,46.9799
4626,771,149.0,79.0,12.0,4,164,46.9799
4625,771,149.0,79.0,12.0,4,164,46.9799
4627,771,149.0,79.0,12.0,4,164,46.9799
4626,771,298.0,149.0,24.0,4,164,50.0
4625,771,298.0,149.0,24.0,4,164,50.0
4629,771,298.0,149.0,24.0,4,164,50.0
3115,19,2300.0,1610.0,90.0,2,106,30.0
994,19,1500.0,1125.0,14.0,2,10,25.0
682,706,399.0,299.25,50.0,2,218,25.0
681,706,399.0,299.25,50.0,2,218,25.0
693,706,449.0,336.75,100.0,2,218,25.0
6269,706,499.0,374.25,30.0,2,121,25.0
2625,706,549.0,411.75,50.0,2,157,25.0
3439,602,199.0,69.65,26.0,2,201,65.0
3358,458,225.0,129.0,1.0,4,45,42.6667
4131,55,49.0,35.0,500.0,6,239,28.5714
510,160,550.0,330.0,500.0,1,21,40.0
510,160,340.0,204.0,300.0,1,21,40.0
510,160,620.0,372.0,600.0,1,21,40.0
996,494,999.0,199.8,60.0,2,304,80.0
3437,295,425.0,233.75,3.0,2,201,45.0
5600,51,269.0,179.0,2.0,9,262,33.4572
1352,754,300.0,180.0,400.0,1,310,40.0
376,641,199.0,99.5,50.0,2,122,50.0
2840,362,1600.0,999.0,3.0,9,261,37.5625
3054,362,482.0,299.0,1.0,9,261,37.9668
3055,362,482.0,249.0,1.0,9,261,48.3402
3057,362,482.0,249.0,1.0,9,261,48.3402
2839,362,1149.0,649.0,3.0,9,261,43.5161
6102,362,512.0,329.0,4.0,9,261,35.7422
6092,362,580.0,399.0,4.0,9,261,31.2069
704,822,575.0,329.0,390.0,9,147,42.7826
5948,822,699.0,449.0,160.0,9,147,35.7654
5948,86,650.0,449.0,190.0,9,147,30.9231
2821,86,399.0,229.0,150.0,9,147,42.6065
3565,86,715.0,429.0,6.0,9,147,40.0
6348,189,899.0,599.0,6.0,9,147,33.3704
2820,189,825.0,499.0,6.0,9,147,39.5152
2960,189,515.0,299.0,1.0,9,147,41.9417
630,189,455.0,279.0,685.0,9,147,38.6813
631,189,599.0,329.0,1.0,9,147,45.0751
630,171,640.0,429.0,220.0,9,147,32.9688
1040,310,199.0,129.0,1.0,9,147,35.1759
3413,285,199.0,129.0,450.0,9,147,35.1759
5781,285,1299.0,679.0,360.0,9,147,47.729
4605,758,1799.0,1259.5,100.0,2,256,29.9889
1660,687,399.0,271.0,200.0,2,290,32.0802
5107,701,450.0,337.5,90.0,2,8,25.0
3911,545,599.0,419.0,50.0,2,122,30.0501
1885,313,279.0,209.25,3.0,2,204,25.0
2469,444,799.0,559.3,3.0,2,201,30.0
1774,417,799.0,399.5,100.0,2,106,50.0
95,706,369.0,276.75,4.0,2,291,25.0
1842,85,650.0,487.5,3.0,2,120,25.0
5740,85,450.0,337.5,6.0,2,120,25.0
689,758,350.0,252.0,30.0,2,218,28.0
1034,247,559.0,419.0,5.0,2,120,25.0447
6337,446,375.0,281.25,50.0,2,122,25.0
2992,510,145.0,94.0,20.0,2,122,35.1724
4686,150,2499.0,1874.25,1.0,2,321,25.0
222,785,799.0,559.0,100.0,2,105,30.0375
1311,651,595.0,446.25,900.0,2,11,25.0
5930,455,575.0,402.5,100.0,2,122,30.0
3809,455,625.0,437.5,40.0,2,122,30.0
230,381,725.0,543.0,65.0,2,122,25.1034
3178,701,450.0,337.5,90.0,2,8,25.0
3045,153,950.0,665.0,6.0,2,201,30.0
732,247,699.0,524.0,2.0,2,118,25.0358
4708,789,1250.0,750.0,1.0,2,122,40.0
5497,153,950.0,665.0,30.0,2,37,30.0
3852,515,800.0,578.5,200.0,0,210,27.6875
65,124,575.0,431.25,300.0,2,145,25.0
4736,124,575.0,431.25,300.0,2,145,25.0
995,124,575.0,431.25,300.0,2,145,25.0
3385,124,575.0,431.25,300.0,2,145,25.0
1146,124,575.0,431.25,300.0,2,145,25.0
1056,124,250.0,187.5,200.0,2,332,25.0
1057,124,250.0,187.5,200.0,2,212,25.0
3162,124,250.0,187.5,200.0,2,332,25.0
3386,124,225.0,168.75,200.0,2,212,25.0
3385,124,250.0,187.5,200.0,2,212,25.0
5573,51,799.0,429.0,3.0,9,299,46.3079
5566,51,439.0,229.0,1.0,9,299,47.836
5567,51,589.0,319.0,2.0,9,299,45.8404
5569,51,449.0,249.0,1.0,9,299,44.5434
5572,51,719.0,419.0,3.0,9,299,41.7246
5575,51,889.0,529.0,4.0,9,299,40.4949
5590,51,809.0,499.0,4.0,9,74,38.3189
5650,51,469.0,269.0,1.0,9,308,42.6439
5627,51,169.0,99.0,1.0,9,262,41.4201
5626,51,179.0,99.0,1.0,9,262,44.6927
5628,51,199.0,109.0,1.0,9,262,45.2261
4495,265,439.0,249.0,3.0,9,73,43.2802
4481,265,135.0,79.0,1.0,4,195,41.4815
4464,265,242.0,129.0,1.0,4,195,46.6942
2171,115,675.0,499.0,60.0,2,304,26.0741
2153,626,499.0,424.15,1.0,2,118,15.0
2153,626,499.0,424.15,1.0,2,118,15.0
835,626,499.0,424.15,1.0,2,120,15.0
2157,626,499.0,424.15,1.0,2,120,15.0
2523,344,895.0,349.05,90.0,2,304,61.0
1142,52,199.0,119.0,300.0,9,85,40.201
1141,52,179.0,109.0,400.0,9,85,39.1061
1113,52,299.0,199.0,200.0,9,261,33.4448
1126,52,499.0,299.0,1.0,9,261,40.0802
1120,52,399.0,299.0,150.0,9,73,25.0627
1121,52,859.0,499.0,300.0,9,73,41.9092
1134,52,399.0,249.0,500.0,9,73,37.594
1133,52,399.0,249.0,500.0,9,73,37.594
1135,52,299.0,199.0,700.0,9,73,33.4448
5876,639,699.0,524.0,4.0,2,201,25.0358
1724,758,699.0,503.0,59.0,2,121,28.0401
1029,247,999.0,749.0,50.0,2,122,25.025
2906,185,3050.0,1830.0,75.0,2,107,40.0
953,391,1450.0,870.0,30.0,2,122,40.0
5015,446,315.0,236.0,100.0,2,122,25.0794
2637,687,249.0,179.0,100.0,2,160,28.1124
3230,789,145.0,108.75,50.0,2,122,25.0
2493,818,230.0,172.5,250.0,2,306,25.0
3970,477,177.0,124.0,75.0,0,12,29.9435
1878,176,479.0,191.6,350.0,9,330,60.0
1879,176,679.0,271.6,350.0,9,330,60.0
2437,176,409.0,163.6,350.0,9,330,60.0
2440,176,409.0,163.6,350.0,9,330,60.0
2460,176,499.0,199.6,350.0,9,330,60.0
2435,176,509.0,198.51,450.0,9,330,61.0
2439,176,509.0,198.51,420.0,9,330,61.0
2438,176,509.0,198.51,420.0,9,330,61.0
966,433,749.0,499.0,2.0,4,45,33.3778
4640,51,195.0,99.0,1.0,9,193,49.2308
4641,51,190.0,99.0,1.0,9,193,47.8947
45,610,7345.0,7345.0,1.0,9,142,0.0
3679,120,450.0,450.0,1.0,4,217,0.0
3680,120,75.0,75.0,1.0,4,217,0.0
6411,533,369.0,221.4,200.0,2,332,40.0
523,274,1917.0,1379.0,250.0,5,208,28.0647
3727,274,763.0,549.0,500.0,5,132,28.0472
3725,274,1458.0,1049.0,1.0,5,132,28.0521
3725,274,763.0,549.0,500.0,5,132,28.0472
3725,274,429.0,309.0,250.0,5,132,27.972
3705,274,1458.0,1049.0,1.0,5,132,28.0521
2322,406,299.0,139.0,1.0,9,22,53.5117
2242,406,499.0,299.0,1.0,9,22,40.0802
4834,406,599.0,379.0,1.0,9,22,36.7279
5545,406,299.0,189.0,1.0,9,22,36.7893
1359,406,349.0,199.0,8.0,9,22,42.9799
5306,406,229.0,119.0,1.0,9,22,48.0349
415,42,599.0,299.0,1.0,4,103,50.0835
414,42,599.0,299.0,1.0,4,103,50.0835
404,42,599.0,299.0,1.0,4,103,50.0835
410,42,599.0,299.0,1.0,4,103,50.0835
411,42,599.0,299.0,1.0,4,103,50.0835
403,42,599.0,299.0,1.0,4,103,50.0835
405,42,599.0,299.0,1.0,4,103,50.0835
406,42,599.0,299.0,1.0,4,103,50.0835
412,42,599.0,299.0,1.0,4,103,50.0835
408,42,599.0,299.0,1.0,4,103,50.0835
2870,179,80.0,60.0,180.0,10,227,25.0
2377,813,240.0,149.0,1.0,9,48,37.9167
5966,813,160.0,105.0,1.0,9,48,34.375
3086,274,1625.0,1169.0,500.0,5,208,28.0615
4982,274,346.0,249.0,500.0,5,134,28.0347
3448,662,176.0,129.0,500.0,9,73,26.7045
3448,662,193.0,129.0,1.0,9,73,33.1606
6235,186,695.0,521.25,1.0,2,118,25.0
527,186,895.0,671.25,4.0,2,201,25.0
3827,186,650.0,487.5,6.0,2,120,25.0
2844,186,695.0,521.25,4.0,2,201,25.0
5922,330,350.0,245.0,60.0,2,304,30.0
5473,646,590.0,442.5,120.0,8,165,25.0
6115,646,749.0,561.75,150.0,8,165,25.0
6116,646,749.0,561.75,150.0,8,165,25.0
3257,829,299.0,104.65,3.0,2,201,65.0
6035,507,130.0,97.5,950.0,10,317,25.0
5905,128,140.0,105.0,350.0,10,167,25.0
2973,49,65.0,48.75,200.0,10,251,25.0
1650,479,299.0,194.35,100.0,2,157,35.0
691,479,350.0,227.5,60.0,2,218,35.0
4924,443,299.0,239.2,15.0,2,122,20.0
4924,443,699.0,524.25,50.0,2,122,25.0
208,494,599.0,227.62,200.0,2,290,62.0
539,18,599.0,539.1,250.0,4,3,10.0
35,311,365.0,269.0,5.0,9,125,26.3014
35,311,100.0,69.0,1.0,9,125,31.0
2656,466,550.0,330.0,200.0,2,157,40.0
5280,158,290.0,130.5,1.0,9,23,55.0
5278,158,290.0,130.5,1.0,9,23,55.0
5281,158,290.0,130.5,1.0,9,23,55.0
5279,158,290.0,127.6,1.0,9,23,56.0
5277,158,290.0,199.0,1.0,9,23,31.3793
5273,158,339.0,249.0,1.0,9,23,26.5487
5274,158,249.0,159.0,1.0,9,23,36.1446
5276,158,249.0,149.0,1.0,9,23,40.1606
5270,176,120.0,52.8,1.0,9,23,56.0
5268,176,359.0,249.0,1.0,9,22,30.6407
5265,821,175.0,70.0,6.0,9,23,60.0
5266,821,219.0,149.0,6.0,9,23,31.9635
5264,821,219.0,149.0,6.0,9,23,31.9635
1047,123,199.0,79.6,2.0,9,274,60.0
2329,316,199.0,89.55,1.0,9,191,55.0
5375,316,299.0,229.0,1.0,9,300,23.4114
5325,316,329.0,229.0,1.0,9,300,30.3951
5326,316,329.0,128.31,1.0,9,300,61.0
4080,316,269.0,199.0,1.0,9,191,26.0223
4871,794,575.0,287.5,200.0,2,290,50.0
3968,591,270.0,199.8,50.0,9,257,26.0
4671,429,1795.0,1220.6,6.0,2,291,32.0
4574,296,345.0,207.0,110.0,2,122,40.0
4045,7,850.0,529.0,500.0,6,233,37.7647
4045,7,1500.0,889.0,1.0,6,233,40.7333
2858,549,1499.0,899.0,545.0,9,147,40.0267
5104,549,819.0,479.0,350.0,9,147,41.514
4533,549,1349.0,879.0,500.0,9,147,34.8406
3198,549,1709.0,1099.0,370.0,9,147,35.6934
6186,549,629.0,429.0,255.0,9,147,31.7965
4534,549,2099.0,1249.0,500.0,9,147,40.4955
4535,549,1899.0,1149.0,325.0,9,147,39.4945
2983,549,1449.0,949.0,310.0,9,147,34.5066
3612,258,275.0,190.0,1.0,4,140,30.9091
6491,248,599.0,429.0,1.0,9,23,28.3806
6490,248,1099.0,729.0,1.0,9,23,33.667
5500,248,1199.0,779.0,1.0,9,23,35.0292
6492,248,1299.0,879.0,1.0,9,23,32.3326
3592,221,549.0,549.0,500.0,8,173,0.0
3593,221,599.0,599.0,500.0,8,173,0.0
3648,221,750.0,750.0,250.0,8,173,0.0
5663,51,229.0,149.0,2.0,9,41,34.9345
6160,387,340.0,238.0,150.0,2,289,30.0
6170,387,340.0,238.0,150.0,2,289,30.0
2933,787,100.0,70.0,50.0,2,289,30.0
2933,787,180.0,126.0,100.0,2,289,30.0
4002,70,350.0,210.0,1.0,2,218,40.0
838,70,560.0,336.0,1.0,2,218,40.0
2735,70,399.0,239.4,100.0,2,121,40.0
3408,41,274.0,149.0,2.0,9,73,45.6204
1909,41,310.0,179.0,5.0,9,73,42.2581
4793,401,50.0,37.5,300.0,8,1,25.0
5188,397,41.0,30.75,50.0,6,36,25.0
2054,684,275.0,192.5,200.0,2,157,30.0
3067,274,722.0,519.0,1.0,5,208,28.1163
1041,700,50.0,37.5,135.0,8,182,25.0
5149,626,350.0,315.0,2.0,2,201,10.0
5743,626,599.0,509.15,5.0,2,201,15.0
5775,626,499.0,454.09,1.0,2,226,9.0
4928,443,998.0,698.6,30.0,2,122,30.0
1843,85,440.0,330.0,1.0,2,118,25.0
1838,85,440.0,330.0,1.0,2,118,25.0
5733,85,375.0,281.25,3.0,2,118,25.0
3442,108,395.0,256.75,4.0,2,201,35.0
4038,330,850.0,595.0,60.0,2,304,30.0
6486,508,849.0,628.26,60.0,2,304,26.0
5625,774,1049.0,599.0,750.0,9,299,42.898
193,789,399.0,279.3,400.0,2,37,30.0
1398,789,399.0,279.3,400.0,2,37,30.0
5763,519,1179.0,749.0,450.0,9,298,36.4716
1574,274,819.0,589.0,500.0,5,248,28.083
3772,639,225.0,135.0,8.0,2,226,40.0
5876,639,599.0,449.25,4.0,2,201,25.0
2969,55,60.0,45.0,100.0,6,267,25.0
5776,371,240.0,180.0,100.0,9,260,25.0
2972,55,75.0,50.0,50.0,6,331,33.3333
3267,51,149.0,89.0,1.0,2,30,40.2685
3266,51,149.0,89.0,1.0,2,30,40.2685
2689,51,349.0,159.0,1.0,2,30,54.4413
2690,51,349.0,159.0,1.0,2,30,54.4413
2691,51,349.0,159.0,1.0,2,30,54.4413
3269,51,349.0,159.0,1.0,2,30,54.4413
4282,289,88.0,44.0,180.0,10,251,50.0
4283,289,130.0,65.0,250.0,10,251,50.0
6203,25,290.0,203.0,500.0,8,130,30.0
2428,253,360.0,299.0,1.0,9,147,16.9444
5459,147,40.0,40.0,80.0,4,170,0.0
3916,748,400.0,240.0,100.0,8,152,40.0
3914,748,400.0,240.0,100.0,8,152,40.0
3921,748,700.0,420.0,2.0,3,113,40.0
3920,748,1275.0,765.0,2.0,3,113,40.0
3921,748,500.0,300.0,100.0,3,113,40.0
1665,748,475.0,285.0,2.0,3,309,40.0
3913,748,425.0,255.0,50.0,3,154,40.0
3914,748,425.0,255.0,2.0,3,154,40.0
3915,748,425.0,255.0,2.0,3,154,40.0
3917,748,400.0,240.0,100.0,8,152,40.0
3917,748,425.0,255.0,2.0,8,152,40.0
6243,561,1850.0,1221.0,10.0,2,8,34.0
2402,561,600.0,420.0,10.0,2,8,30.0
1615,561,495.0,346.5,10.0,2,8,30.0
3280,561,1995.0,1396.5,30.0,2,122,30.0
6487,677,4120.0,2499.0,1.0,9,67,39.3447
2046,607,465.0,249.0,4.0,4,195,46.4516
4044,7,1350.0,649.0,1.0,6,233,51.9259
4044,7,2400.0,1029.0,2.0,6,233,57.125
3513,176,449.0,299.0,1.0,9,274,33.4076
3779,379,90.0,67.5,11.0,2,226,25.0
4048,321,910.0,455.0,1.0,8,272,50.0
5912,486,2399.0,1349.0,1.0,4,216,43.7682
4383,326,99.0,66.0,80.0,6,168,33.3333
2666,2,224.0,150.0,400.0,8,279,33.0357
5804,38,150.0,112.5,25.0,2,122,25.0
4995,602,199.0,99.5,29.0,2,201,50.0
4530,781,349.0,249.0,1.0,4,276,28.6533
6020,433,209.0,149.0,1.0,4,314,28.7081
4122,55,119.0,85.0,500.0,6,241,28.5714
4123,55,25.0,21.0,100.0,6,241,16.0
4121,55,50.0,42.0,2.0,6,241,16.0
4123,55,49.0,40.0,200.0,6,241,18.3673
1198,212,200.0,145.0,5.0,9,32,27.5
2948,62,850.0,449.0,1.0,9,48,47.1765
2815,62,790.0,549.0,260.0,9,48,30.5063
2946,62,600.0,399.0,1.0,9,48,33.5
6443,63,299.0,169.0,6.0,9,90,43.4783
6432,63,299.0,129.0,1.0,9,300,56.8562
6436,63,249.0,90.0,1.0,9,300,63.8554
6445,63,249.0,90.0,1.0,9,300,63.8554
5159,711,688.0,499.0,1.0,9,330,27.4709
2244,711,688.0,499.0,1.0,9,330,27.4709
6094,711,345.0,229.0,1.0,9,330,33.6232
5365,711,318.0,179.0,500.0,9,73,43.7107
5365,711,414.0,229.0,750.0,9,73,44.686
4866,794,495.0,247.5,200.0,2,294,50.0
2837,680,949.0,479.0,1.0,9,191,49.5258
315,680,799.0,449.0,3.0,9,23,43.8048
336,680,799.0,479.0,3.0,9,23,40.0501
302,680,999.0,549.0,3.0,9,23,45.045
317,680,799.0,299.0,1.0,9,23,62.5782
318,680,1099.0,449.0,1.0,9,23,59.1447
309,680,799.0,299.0,1.0,9,23,62.5782
310,680,1099.0,479.0,1.0,9,23,56.4149
4698,762,439.0,299.0,1.0,2,204,31.8907
4699,762,499.0,299.0,1.0,2,204,40.0802
4700,762,489.0,299.0,1.0,2,204,38.8548
5041,762,439.0,279.0,1.0,2,204,36.4465
2264,762,549.0,349.0,1.0,2,319,36.4299
2660,762,319.0,199.0,9.0,2,319,37.6176
2661,762,339.0,199.0,6.0,2,319,41.2979
2388,541,495.0,371.25,13.0,2,226,25.0
2024,9,1500.0,1080.0,2.0,2,145,28.0
5197,762,649.0,449.0,1.0,2,291,30.8166
1553,504,1195.0,699.0,800.0,9,80,41.5063
594,74,516.0,516.0,70.0,2,81,0.0
592,74,129.0,96.75,70.0,2,81,25.0
5225,782,179.0,134.25,320.0,10,138,25.0
4614,76,99.0,59.4,9.0,2,226,40.0
1866,830,435.0,299.0,1.0,4,103,31.2644
5380,535,2895.0,999.0,1.0,9,187,65.4922
4576,112,325.0,243.75,300.0,5,135,25.0
4575,112,375.0,281.25,300.0,5,135,25.0
4575,112,715.0,536.25,600.0,5,135,25.0
5829,582,60.0,44.0,1.0,6,301,26.6667
2670,37,190.0,142.5,60.0,2,37,25.0
362,627,400.0,300.0,1.0,10,312,25.0
3026,627,300.0,225.0,500.0,10,312,25.0
6095,63,299.0,129.0,1.0,9,191,56.8562
5174,63,1299.0,599.0,1.0,9,191,53.8876
5173,63,1599.0,749.0,1.0,9,191,53.1582
635,63,1999.0,999.0,1.0,9,274,50.025
5407,63,299.0,149.0,1.0,4,295,50.1672
5240,63,299.0,149.0,2.0,2,30,50.1672
1395,63,299.0,109.0,50.0,9,191,63.5452
783,324,1299.0,829.0,51.0,4,92,36.1817
3982,324,119.0,79.0,1.0,4,51,33.6134
786,324,939.0,599.0,3.0,4,92,36.2087
785,324,939.0,599.0,3.0,4,92,36.2087
797,324,499.0,299.0,100.0,4,92,40.0802
2259,324,1139.0,749.0,25.0,4,92,34.2406
3502,324,799.0,499.0,4.0,4,92,37.5469
2763,36,1350.0,742.5,100.0,2,106,45.0
3187,36,1550.0,930.0,100.0,2,106,40.0
3339,36,2499.0,1499.4,100.0,2,106,40.0
3340,36,2499.0,1499.4,100.0,2,106,40.0
4021,36,1350.0,810.0,100.0,2,106,40.0
4791,36,1699.0,1019.4,100.0,2,106,40.0
140,36,1350.0,742.5,100.0,2,106,45.0
141,36,1350.0,742.5,100.0,2,106,45.0
5925,36,1350.0,742.5,100.0,2,107,45.0
6074,36,1350.0,742.5,100.0,2,106,45.0
6211,36,1350.0,742.5,100.0,2,106,45.0
142,36,1550.0,852.5,100.0,2,106,45.0
6287,36,1350.0,810.0,100.0,2,106,40.0
6286,36,1350.0,810.0,100.0,2,106,40.0
823,36,1699.0,934.45,100.0,2,107,45.0
1757,36,1350.0,810.0,100.0,2,107,40.0
1758,36,1350.0,810.0,100.0,2,107,40.0
137,36,1699.0,934.45,100.0,2,107,45.0
2790,36,1699.0,1019.4,100.0,2,106,40.0
824,36,499.0,274.45,250.0,2,39,45.0
1759,36,499.0,274.45,250.0,2,39,45.0
4083,36,499.0,299.4,250.0,2,39,40.0
5263,36,499.0,299.4,250.0,2,39,40.0
1388,36,3999.0,2399.4,105.0,2,106,40.0
2764,36,1350.0,810.0,100.0,2,106,40.0
5182,36,499.0,299.4,250.0,2,39,40.0
3584,36,499.0,274.45,250.0,2,39,45.0
3348,36,349.0,191.95,200.0,2,212,45.0
3346,36,299.0,179.4,200.0,2,212,40.0
3347,36,299.0,179.4,200.0,2,212,40.0
3344,36,299.0,179.4,200.0,2,332,40.0
3343,36,299.0,164.45,200.0,2,332,45.0
3345,36,299.0,164.45,200.0,2,332,45.0
3909,36,349.0,209.4,200.0,2,39,40.0
3908,36,349.0,191.95,200.0,2,39,45.0
3342,36,499.0,299.4,250.0,2,212,40.0
2386,541,99.0,74.25,13.0,2,226,25.0
848,46,210.0,147.0,150.0,2,212,30.0
355,397,160.0,96.0,110.0,6,36,40.0
2487,182,350.0,262.5,60.0,2,11,25.0
4099,55,1799.0,1299.0,25.0,6,243,27.7932
3603,818,275.0,192.5,200.0,2,212,30.0
2779,789,295.0,221.25,100.0,2,122,25.0
2095,29,149.0,99.0,180.0,2,123,33.557
2083,616,399.0,259.35,500.0,4,119,35.0
2228,616,349.0,226.85,500.0,4,129,35.0
2426,616,349.0,226.85,500.0,4,192,35.0
2667,296,250.0,162.5,100.0,2,37,35.0
3608,238,1635.0,817.5,3.0,4,295,50.0
4445,522,875.0,595.0,120.0,2,304,32.0
4449,522,1055.0,601.35,120.0,2,304,43.0
4302,316,309.0,229.0,1.0,9,300,25.89
4852,25,330.0,231.0,500.0,8,130,30.0
4437,264,367.0,367.0,1.0,9,191,0.0
2950,723,48.0,33.0,500.0,6,301,31.25
2950,723,96.0,64.0,1.0,6,301,33.3333
2141,790,1285.0,1285.0,270.0,2,122,0.0
5361,790,355.0,230.75,70.0,2,122,35.0
2895,790,495.0,321.75,600.0,2,122,35.0
371,790,495.0,321.75,600.0,2,122,35.0
2303,790,485.0,315.25,500.0,2,122,35.0
5861,790,235.0,152.75,110.0,2,121,35.0
2410,790,330.0,214.5,10.0,2,8,35.0
5007,790,330.0,214.5,10.0,2,8,35.0
2962,790,330.0,214.5,10.0,2,8,35.0
5907,790,280.0,182.0,10.0,2,8,35.0
2026,790,280.0,182.0,10.0,2,8,35.0
1148,790,370.0,240.5,10.0,2,8,35.0
1316,790,280.0,182.0,10.0,2,8,35.0
3184,790,105.0,68.25,110.0,2,122,35.0
3183,790,175.0,175.0,250.0,2,122,0.0
3183,790,350.0,332.5,2.0,2,122,5.0
2089,487,599.0,389.35,30.0,2,122,35.0
2088,487,599.0,389.35,30.0,2,122,35.0
3579,69,550.0,357.5,50.0,2,122,35.0
954,69,799.0,519.35,30.0,2,122,35.0
2610,762,439.0,249.0,6.0,2,319,43.2802
2635,762,199.0,129.0,30.0,2,319,35.1759
1195,332,165.0,107.25,200.0,1,250,35.0
1097,779,150.0,150.0,3.0,10,75,0.0
1097,779,300.0,300.0,6.0,10,75,0.0
1097,779,50.0,50.0,75.0,10,75,0.0
911,362,536.0,379.0,2.0,9,261,29.291
2051,186,695.0,521.25,5.0,2,118,25.0
3219,295,670.0,435.5,10.0,2,200,35.0
2431,819,275.0,199.0,2.0,9,147,27.6364
998,812,84.0,58.8,120.0,1,310,30.0
1599,168,480.0,349.0,1000.0,9,330,27.2917
4310,119,75.0,52.5,100.0,6,36,30.0
4107,593,1100.0,1100.0,1.0,6,238,0.0
4107,593,675.0,607.5,500.0,6,238,10.0
4107,593,4850.0,4607.5,5.0,6,238,5.0
3627,90,790.0,592.5,453.0,8,221,25.0
5033,108,945.0,567.0,2.0,2,201,40.0
2384,108,325.0,227.5,10.0,2,226,30.0
2552,811,250.0,175.0,75.0,8,152,30.0
652,811,250.0,175.0,60.0,8,152,30.0
2553,811,300.0,210.0,55.0,8,152,30.0
4502,549,829.0,529.0,295.0,9,147,36.1882
517,549,1269.0,829.0,11.0,9,147,34.673
3650,221,599.0,599.0,500.0,8,173,0.0
1515,459,475.0,332.5,4.0,2,120,30.0
1514,459,695.0,486.5,4.0,2,120,30.0
1515,459,695.0,486.5,4.0,2,120,30.0
1516,459,695.0,486.5,4.0,2,120,30.0
4886,459,1050.0,735.0,16.0,2,205,30.0
4889,459,1050.0,735.0,16.0,2,205,30.0
1179,459,850.0,595.0,8.0,2,205,30.0
5071,736,599.0,449.0,1.0,9,48,25.0417
4833,736,750.0,499.0,1.0,9,48,33.4667
5072,736,1899.0,749.0,1.0,9,48,60.5582
6251,488,150.0,150.0,1.0,3,186,0.0
239,235,270.0,179.0,6.0,9,32,33.7037
238,235,270.0,179.0,6.0,9,32,33.7037
3133,235,349.0,249.0,1.0,9,48,28.6533
3134,235,549.0,549.0,1.0,9,48,0.0
3151,235,70.0,39.0,1.0,9,48,44.2857
3150,235,70.0,45.0,1.0,9,48,35.7143
2502,789,459.0,321.3,90.0,2,122,30.0
6164,799,150.0,95.0,10.0,9,32,36.6667
5245,61,114.0,79.8,25.0,2,11,30.0
4710,61,160.0,112.0,50.0,2,11,30.0
4934,61,118.0,88.5,25.0,2,11,25.0
4934,61,225.0,168.75,50.0,2,11,25.0
4271,651,295.0,221.25,60.0,2,11,25.0
1011,651,170.0,127.5,30.0,2,11,25.0
1011,651,345.0,258.75,60.0,2,11,25.0
5244,61,295.0,221.25,60.0,2,11,25.0
1804,651,245.0,183.75,350.0,2,11,25.0
2848,651,295.0,221.25,350.0,2,11,25.0
1311,651,325.0,243.75,450.0,2,11,25.0
5487,651,395.0,296.25,60.0,2,11,25.0
2849,651,325.0,243.75,200.0,2,11,25.0
1432,651,175.0,131.25,150.0,2,11,25.0
5368,651,395.0,296.25,60.0,2,11,25.0
6398,651,225.0,168.75,30.0,2,11,25.0
6398,651,395.0,296.25,60.0,2,11,25.0
1156,119,65.0,45.5,100.0,6,36,30.0
1315,701,450.0,337.5,15.0,2,8,25.0
5579,734,490.0,349.0,6.0,9,41,28.7755
5738,85,600.0,450.0,3.0,2,201,25.0
2233,458,270.0,179.0,1.0,4,216,33.7037
1354,458,260.0,149.0,1.0,4,216,42.6923
2448,51,499.0,229.0,1.0,9,330,54.1082
2453,51,449.0,229.0,1.0,9,330,48.9978
2451,51,499.0,229.0,1.0,9,330,54.1082
2447,51,499.0,229.0,1.0,9,330,54.1082
2455,51,499.0,229.0,1.0,9,330,54.1082
188,824,349.0,299.02,100.0,2,121,14.3209
1164,824,499.0,349.3,50.0,2,121,30.0
627,824,499.0,374.25,100.0,2,291,25.0
628,824,349.0,299.02,50.0,2,218,14.3209
2405,217,275.0,178.75,12.0,2,118,35.0
2237,826,1825.0,365.0,3.0,2,205,80.0
4286,525,950.0,950.0,4.0,2,122,0.0
4286,525,500.0,500.0,180.0,2,122,0.0
595,74,516.0,516.0,70.0,2,81,0.0
593,74,129.0,96.75,70.0,2,81,25.0
4503,64,96.0,96.0,40.0,2,11,0.0
