ProductName,Brand,Price,DiscountPrice,Quantity,Category,SubCategory,DiscountPercentage
445,440,70.0,70.0,20.0,2,159,0.0
445,440,170.0,150.0,50.0,2,159,11.7647
445,440,315.0,227.5,100.0,2,159,27.7778
5943,665,1125.0,839.0,5.0,6,35,25.4222
4466,422,431.0,149.0,6.0,9,329,65.4292
4371,581,750.0,449.98,2.0,2,212,40.0027
4371,581,750.0,449.98,2.0,2,212,40.0027
4371,581,375.0,262.5,220.0,2,212,30.0
5582,402,615.0,399.0,6.0,9,262,35.122
769,335,600.0,390.0,400.0,2,290,35.0
484,336,350.0,268.0,240.0,2,290,23.4286
4176,55,48.0,36.0,500.0,6,242,25.0
4176,55,80.0,66.0,1.0,6,242,17.5
3546,306,19.0,17.0,30.0,8,166,10.5263
3545,306,95.0,61.92,5.0,8,166,34.8211
6297,211,50.0,25.0,60.0,10,82,50.0
4414,611,185.0,99.0,490.0,9,73,46.4865
1108,52,489.0,349.0,210.0,9,85,28.6299
3876,434,119.0,89.0,750.0,2,163,25.2101
3871,434,357.0,253.52,3.0,2,163,28.986
347,276,65.0,49.0,50.0,8,102,24.6154
347,276,119.0,89.0,150.0,8,102,25.2101
348,276,130.0,93.1,2.0,8,102,28.3846
6204,326,149.0,99.0,30.0,10,171,33.557
3033,743,89.0,59.0,150.0,10,227,33.7079
3814,743,267.0,170.01,3.0,10,227,36.3258
3814,743,534.0,336.0,6.0,10,227,37.0787
3814,743,178.0,115.0,2.0,10,227,35.3933
617,55,50.0,34.0,500.0,6,278,32.0
3421,34,499.0,374.25,357.0,4,94,25.0
3422,34,825.0,618.75,635.0,4,94,25.0
5342,290,225.0,199.0,125.0,2,120,11.5556
5342,290,375.0,279.0,400.0,2,120,25.6
6292,211,180.0,67.5,250.0,10,82,62.5
6291,211,300.0,150.0,300.0,10,82,50.0
4314,420,105.0,84.0,65.0,2,122,20.0
5409,420,360.0,234.0,250.0,2,37,35.0
5409,420,180.0,126.0,100.0,2,37,30.0
2939,13,22.0,16.5,1.0,6,284,25.0
1260,274,80.52,57.5,1.0,7,198,28.5892
1260,274,20.13,14.5,250.0,7,198,27.9682
4249,206,725.0,530.0,650.0,2,290,26.8966
4249,206,185.0,185.0,180.0,2,290,0.0
4249,206,340.0,295.0,340.0,2,290,13.2353
3021,119,90.0,72.0,100.0,6,331,20.0
3019,119,26.0,18.2,25.0,6,331,30.0
3019,119,50.0,40.0,50.0,6,331,20.0
3018,119,100.0,78.8,2.0,6,331,21.2
3898,349,949.0,674.0,52.0,0,95,28.9779
3897,349,1898.0,1294.08,2.0,0,95,31.8188
3899,349,470.0,470.0,30.0,0,95,0.0
6296,211,50.0,25.0,60.0,10,82,50.0
4127,55,475.0,359.0,5.0,6,243,24.4211
4127,55,96.0,72.0,1.0,6,243,25.0
4127,55,849.0,649.0,10.0,6,243,23.5571
4126,55,950.0,718.0,2.0,6,243,24.4211
2145,249,155.0,105.0,60.0,2,121,32.2581
2144,249,85.0,80.0,30.0,2,121,5.88235
5255,46,370.0,355.2,200.0,2,212,4.0
5261,46,560.0,280.01,2.0,2,212,49.9982
5250,46,280.0,196.0,154.0,2,212,30.0
4578,294,90.0,85.0,50.0,2,291,5.55556
4577,294,199.0,169.0,196.0,2,291,15.0754
4955,765,50.0,30.0,70.0,10,61,40.0
4955,765,100.0,60.0,2.0,10,61,40.0
564,183,525.0,297.5,640.0,2,290,43.3333
563,183,699.0,524.25,1.0,2,290,25.0
3016,723,80.0,59.0,500.0,6,325,26.25
212,576,145.0,130.0,200.0,2,290,10.3448
212,576,305.0,274.5,400.0,2,290,10.0
212,576,645.0,364.5,650.0,2,290,43.4884
212,576,65.0,54.5,90.0,2,290,16.1538
4807,55,80.0,55.0,100.0,6,275,31.25
4807,55,160.0,125.0,200.0,6,275,21.875
3097,274,1195.0,859.0,1.0,5,134,28.1172
3096,274,628.0,451.0,500.0,5,134,28.1847
3097,274,332.0,239.0,250.0,5,134,28.012
581,477,299.0,238.0,300.0,0,16,20.4013
581,477,799.0,584.0,1.0,0,16,26.9086
581,477,649.0,454.5,1.0,0,16,29.9692
581,477,399.0,313.5,500.0,0,16,21.4286
377,430,183.0,130.0,150.0,2,322,28.9617
429,430,50.0,50.0,80.0,2,322,0.0
429,430,100.0,86.0,150.0,2,322,14.0
2165,719,65.0,51.5,150.0,10,206,20.7692
2168,719,195.0,131.32,3.0,10,206,32.6564
1452,632,850.0,637.5,2.0,3,324,25.0
1452,632,300.0,240.0,2.0,3,324,20.0
1452,632,425.0,361.25,1.0,3,324,15.0
1452,632,150.0,150.0,250.0,3,324,0.0
1448,632,750.0,750.0,5.0,3,324,0.0
26,632,600.0,600.0,4.0,3,324,0.0
1452,632,450.0,450.0,3.0,3,324,0.0
4556,672,50.0,50.0,100.0,10,61,0.0
4541,51,49.0,19.0,1.0,4,46,61.2245
4538,51,118.0,54.52,2.0,4,46,53.7966
4538,51,59.0,29.0,1.0,4,46,50.8475
4538,51,98.0,35.72,2.0,4,46,63.551
1254,274,396.0,284.0,500.0,5,131,28.2828
1253,274,221.0,159.0,250.0,5,131,28.0543
3604,818,900.0,704.0,4.0,2,332,21.7778
3604,818,675.0,372.72,3.0,2,332,44.7822
4865,818,225.0,176.0,150.0,2,332,21.7778
3605,818,450.0,269.17,2.0,2,332,40.1844
4773,306,210.0,115.0,6.0,8,54,45.2381
4773,306,389.0,249.0,350.0,10,220,35.9897
4773,306,35.0,25.0,30.0,10,220,28.5714
4540,51,349.0,149.0,20.0,4,46,57.3066
4540,51,299.0,129.0,17.0,4,46,56.8562
1834,489,357.0,134.52,3.0,2,123,62.3193
1834,489,119.0,59.0,5.0,2,123,50.4202
5931,339,79.0,67.0,50.0,2,122,15.1899
5931,339,140.0,101.0,100.0,2,122,27.8571
4034,536,275.0,228.0,200.0,2,37,17.0909
4035,536,425.0,285.0,400.0,2,37,32.9412
3214,420,150.0,112.5,4.0,2,201,25.0
3598,723,90.0,65.0,500.0,6,320,27.7778
3598,723,180.0,127.0,1.0,6,320,29.4444
1277,779,180.0,120.6,6.0,10,75,33.0
1526,779,55.0,46.75,150.0,10,75,15.0
1526,779,30.0,24.0,75.0,10,75,20.0
1526,779,90.0,67.5,3.0,10,75,25.0
2547,723,120.0,119.0,1.0,6,325,0.833333
2549,723,120.0,69.0,500.0,6,325,42.5
2549,723,53.0,29.0,200.0,6,325,45.283
1042,200,2700.0,1296.0,5.0,8,50,52.0
3038,412,169.0,109.0,1.0,9,65,35.503
1257,326,165.0,89.0,450.0,8,33,46.0606
1891,55,400.0,185.0,500.0,6,246,53.75
4853,111,20.0,20.0,60.0,10,82,0.0
4853,111,40.0,32.0,120.0,10,82,20.0
4853,111,120.0,83.52,3.0,10,82,30.4
4853,111,80.0,60.16,2.0,10,82,24.8
1286,109,70.0,61.6,150.0,10,82,12.0
1287,109,210.0,166.32,3.0,10,82,20.8
1286,109,140.0,115.81,2.0,1,21,17.2786
1287,109,420.0,314.16,6.0,10,82,25.2
5206,254,1719.0,499.0,1.0,9,323,70.9715
1492,476,249.0,167.0,3.0,2,118,32.9317
5615,319,489.0,229.0,1.0,9,262,53.1697
5890,678,495.0,349.07,3.0,4,99,29.4808
5890,678,330.0,232.72,2.0,4,99,29.4788
5891,678,165.0,141.9,170.0,4,99,14.0
1524,779,300.0,210.0,75.0,10,75,30.0
5744,55,800.0,515.0,10.0,6,40,35.625
5744,55,400.0,261.0,5.0,6,40,34.75
5744,55,80.0,54.0,1.0,6,40,32.5
3860,587,210.0,130.5,250.0,2,294,37.8571
3571,420,399.0,279.3,200.0,2,37,30.0
3572,420,99.0,84.15,60.0,2,37,15.0
3571,420,199.0,139.3,120.0,2,37,30.0
4098,55,199.0,179.0,200.0,6,241,10.0503
4098,55,320.0,198.0,2.0,6,241,38.125
4098,55,160.0,99.0,100.0,6,241,38.125
3164,420,349.0,247.79,30.0,2,120,29.0
6427,406,349.0,189.0,1.0,9,22,45.8453
933,608,275.0,192.5,50.0,2,122,30.0
937,608,85.0,85.0,23.0,2,122,0.0
867,571,629.0,471.0,750.0,2,294,25.1192
3284,571,279.0,224.0,250.0,2,294,19.7133
3199,514,1903.0,1299.0,1.0,9,274,31.7394
307,457,895.0,399.0,1.0,9,187,55.419
4797,54,50.0,22.0,500.0,6,278,56.0
4797,54,100.0,41.0,1.0,6,278,59.0
4797,54,200.0,78.0,2.0,6,278,61.0
3215,420,150.0,108.0,4.0,2,201,28.0
3316,274,485.0,349.0,500.0,5,208,28.0412
3661,306,19.0,17.0,30.0,8,166,10.5263
3661,306,95.0,61.92,5.0,8,166,34.8211
2304,205,102.0,102.0,500.0,4,315,0.0
2306,205,215.0,155.0,1.0,4,315,27.907
4193,55,475.0,339.0,5.0,6,243,28.6316
4193,55,96.0,69.0,1.0,6,243,28.125
4136,55,950.0,678.0,2.0,6,243,28.6316
4192,55,875.0,649.0,10.0,6,243,25.8286
4387,109,198.0,152.28,2.0,10,64,23.0909
4386,109,99.0,81.0,175.0,10,64,18.1818
4386,109,297.0,213.84,3.0,10,64,28.0
144,578,390.0,221.76,1.0,3,186,43.1385
144,578,260.0,151.2,2.0,3,186,41.8462
143,578,130.0,84.0,1.0,3,186,35.3846
2282,268,275.0,193.0,150.0,2,212,29.8182
2282,268,550.0,334.55,2.0,2,212,39.1727
2432,657,399.0,199.0,2.0,9,147,50.1253
267,675,209.0,194.37,625.0,2,31,7.0
268,675,285.0,213.75,125.0,2,31,25.0
1540,328,425.0,382.5,340.0,2,290,10.0
1540,328,899.0,584.5,650.0,2,290,34.9833
1539,328,225.0,202.0,180.0,2,290,10.2222
1539,328,999.0,649.5,1.0,2,290,34.985
6049,340,1025.0,710.0,54.0,0,95,30.7317
6049,339,165.0,165.0,9.0,0,95,0.0
6049,339,1450.0,1015.5,74.0,0,95,29.9655
1243,274,193.0,139.0,250.0,5,131,27.9793
1242,274,605.0,435.0,1.0,5,131,28.0992
6249,57,280.0,204.0,190.0,2,37,27.1429
750,57,560.0,379.68,2.0,2,37,32.2
4014,55,199.0,152.04,1.0,10,232,23.598
4014,55,398.0,274.07,2.0,10,232,31.1382
1068,55,150.0,96.0,100.0,6,52,36.0
1068,55,300.0,190.0,200.0,6,52,36.6667
1068,55,750.0,472.0,500.0,6,52,37.0667
3197,274,81.82,44.0,1.0,7,115,46.2234
6333,723,70.0,45.0,1.0,6,296,35.7143
965,723,35.0,24.0,500.0,6,296,31.4286
426,350,25.0,20.0,50.0,2,163,20.0
427,350,250.0,125.0,500.0,2,163,50.0
426,350,100.0,78.4,4.0,2,163,21.6
426,350,150.0,116.4,6.0,2,163,22.4
426,350,200.0,154.4,8.0,2,163,22.8
426,350,200.0,135.1,4.0,2,163,32.45
426,350,300.0,202.65,6.0,2,163,32.45
428,350,50.0,35.0,100.0,2,163,30.0
4297,326,370.0,182.38,2.0,8,254,50.7081
20,326,185.0,99.0,500.0,8,254,46.4865
3595,66,20.0,13.4,50.0,1,83,33.0
5440,697,435.0,316.35,3.0,1,128,27.2759
5440,697,290.0,215.34,2.0,1,128,25.7448
5440,697,145.0,111.0,1.0,1,91,23.4483
3189,437,210.0,130.5,250.0,2,294,37.8571
865,437,390.0,351.0,750.0,2,294,10.0
227,608,549.0,384.3,35.0,2,122,30.0
227,608,120.0,115.2,10.0,2,122,4.0
1529,779,30.0,24.0,75.0,10,75,20.0
1529,779,60.0,48.0,2.0,10,75,20.0
1529,779,90.0,67.5,3.0,10,75,25.0
1529,779,180.0,120.6,6.0,10,75,33.0
1529,779,120.0,96.0,4.0,10,75,20.0
641,224,10.0,6.5,35.0,1,310,35.0
641,224,40.0,40.0,140.0,1,310,0.0
4397,611,410.0,179.0,975.0,9,330,56.3415
5052,743,110.0,66.5,2.0,1,281,39.5455
5052,743,55.0,35.0,200.0,1,281,36.3636
6373,446,260.0,195.0,100.0,2,122,25.0
6373,446,155.0,116.25,50.0,2,122,25.0
605,339,380.0,266.0,700.0,0,19,30.0
5362,83,490.0,431.0,60.0,2,37,12.0408
740,83,1200.0,784.0,200.0,2,37,34.6667
5363,83,790.0,592.0,125.0,2,37,25.0633
5463,83,980.0,818.9,2.0,2,37,16.4388
5462,83,2400.0,1463.41,2.0,2,37,39.0246
5463,83,1470.0,1228.35,3.0,2,37,16.4388
3626,392,745.0,429.0,1.0,10,220,42.4161
6239,684,100.0,65.0,100.0,2,157,35.0
6239,684,50.0,35.0,50.0,2,157,30.0
2702,55,125.0,75.0,50.0,6,246,40.0
2702,55,250.0,148.0,100.0,6,246,40.8
3241,693,129.0,122.55,192.0,10,180,5.0
3241,693,387.0,269.55,3.0,10,180,30.3488
6218,150,208.0,150.5,400.0,2,322,27.6442
6217,150,456.0,365.0,200.0,2,322,19.9561
79,456,25.0,18.75,60.0,10,44,25.0
63,306,270.0,188.99,2.0,8,54,30.0037
63,306,135.0,99.0,65.0,8,54,26.6667
63,306,540.0,345.0,4.0,8,54,36.1111
227,608,825.0,600.5,50.0,2,122,27.2121
226,608,275.0,206.25,20.0,2,122,25.0
5235,259,449.0,341.0,550.0,2,294,24.0535
5235,259,225.0,151.0,250.0,2,294,32.8889
4181,6,51.0,35.7,500.0,1,86,30.0
3484,580,90.0,58.5,100.0,2,157,35.0
6288,230,225.0,168.0,120.0,2,332,25.3333
6288,230,450.0,231.0,2.0,2,332,48.6667
6457,424,430.0,322.5,2.0,2,332,25.0
6454,424,215.0,161.25,135.0,2,332,25.0
674,534,170.0,129.0,10.0,9,32,24.1176
674,534,340.0,237.36,2.0,9,32,30.1882
3193,274,12.86,9.5,100.0,7,178,26.1275
2902,497,199.0,179.1,50.0,2,111,10.0
2902,497,290.0,208.5,80.0,2,111,28.1034
4963,306,109.0,79.0,150.0,8,166,27.5229
313,319,3439.0,3439.0,5.0,9,308,0.0
3658,306,19.0,17.0,30.0,8,166,10.5263
3657,306,95.0,61.92,5.0,8,166,34.8211
872,230,660.0,363.0,3.0,2,332,45.0
876,230,440.0,286.0,2.0,2,332,35.0
873,230,220.0,176.0,150.0,2,332,20.0
2339,276,95.0,75.0,50.0,8,102,21.0526
2339,276,265.0,189.0,150.0,8,102,28.6792
1901,276,190.0,142.5,2.0,8,102,25.0
4432,326,229.0,149.0,220.0,8,234,34.9345
5052,224,35.0,35.0,200.0,1,281,0.0
5052,224,10.0,10.0,63.0,1,281,0.0
5055,224,20.0,20.0,108.0,1,281,0.0
5052,224,50.0,37.5,300.0,1,281,25.0
4561,765,30.0,25.5,70.0,10,61,15.0
2863,765,50.0,30.0,90.0,10,61,40.0
4561,765,20.0,17.0,45.0,10,61,15.0
1745,230,450.0,225.0,2.0,2,212,50.0
1745,230,225.0,157.5,150.0,2,212,30.0
176,420,825.0,618.75,9.0,2,120,25.0
4233,811,199.0,149.25,450.0,8,282,25.0
1252,274,444.0,319.0,1.0,5,131,28.1532
1255,274,263.0,189.0,500.0,5,131,28.1369
1255,274,151.0,109.0,250.0,5,131,27.8146
213,576,929.0,470.0,1.0,2,290,49.408
213,576,385.0,346.0,340.0,2,290,10.1299
4683,576,805.0,455.0,650.0,2,290,43.4783
4281,576,180.0,148.0,180.0,2,290,17.7778
4128,55,375.0,199.0,1.0,6,243,46.9333
4128,55,649.0,389.0,2.0,6,243,40.0616
4128,55,200.0,105.0,500.0,6,243,47.5
4128,55,101.0,55.0,200.0,6,243,45.5446
3035,743,218.0,150.1,2.0,1,188,31.1468
3035,743,109.0,79.0,200.0,1,188,27.5229
123,420,525.0,378.0,8.0,2,120,28.0
1205,274,277.0,199.0,500.0,5,131,28.1588
2288,581,210.0,147.0,125.0,2,27,30.0
4631,474,150.0,98.0,2.0,9,73,34.6667
4642,474,75.0,59.0,500.0,9,73,21.3333
6423,349,749.0,562.0,50.0,0,95,24.9666
6423,349,1199.0,803.5,76.0,0,95,32.9858
6421,349,2398.0,1494.51,2.0,0,95,37.6768
6422,349,1498.0,1056.56,2.0,0,95,29.4686
4875,551,399.0,299.25,10.0,2,122,25.0
4876,551,1699.0,1189.0,50.0,2,122,30.0177
3875,349,2499.0,1524.5,104.0,0,95,38.9956
184,291,190.0,133.0,45.0,2,121,30.0
183,291,99.0,89.1,20.0,2,121,10.0
4093,109,145.0,108.75,500.0,10,82,25.0
4093,109,290.0,202.28,2.0,10,82,30.2483
3653,306,19.0,17.0,30.0,8,166,10.5263
3653,306,95.0,61.92,5.0,8,166,34.8211
1824,441,399.0,387.03,2.0,4,129,3.0
1824,441,206.0,201.88,500.0,4,129,2.0
1824,441,103.0,103.0,500.0,4,129,0.0
1341,358,75.0,45.0,100.0,10,58,40.0
30,325,575.0,414.0,500.0,8,102,28.0
5256,46,560.0,336.01,2.0,2,212,39.9982
5246,46,280.0,182.0,154.0,2,212,35.0
4566,765,50.0,30.0,70.0,10,61,40.0
4566,765,100.0,60.0,2.0,10,61,40.0
758,57,240.0,140.84,2.0,2,122,41.3167
762,57,120.0,78.0,100.0,2,122,35.0
757,57,155.0,131.75,150.0,2,122,15.0
190,537,140.0,98.0,4.0,2,121,30.0
2513,100,140.0,93.8,400.0,10,75,33.0
1670,326,590.0,435.1,2.0,8,76,26.2542
1671,326,295.0,229.0,200.0,8,76,22.3729
6030,51,440.0,330.0,2.0,4,316,25.0
6029,51,220.0,165.0,200.0,4,316,25.0
5666,402,525.0,275.0,1.0,9,308,47.619
3977,339,150.0,108.0,100.0,2,37,28.0
3976,339,220.0,165.0,200.0,2,37,25.0
3570,678,319.0,188.21,1.0,2,163,41.0
513,436,2725.0,1745.0,5.0,8,182,35.9633
513,436,5450.0,3490.0,10.0,8,182,35.9633
513,436,1090.0,663.1,2.0,8,182,39.1651
472,55,120.0,80.0,100.0,6,246,33.3333
472,55,240.0,168.0,200.0,6,246,30.0
877,230,660.0,369.6,3.0,2,332,44.0
874,230,220.0,154.0,150.0,2,332,30.0
2160,268,550.0,257.35,2.0,2,332,53.2091
2280,268,275.0,193.0,150.0,2,332,29.8182
1069,55,200.0,140.0,100.0,6,52,30.0
1069,55,1000.0,685.0,500.0,6,246,31.5
1069,55,400.0,275.0,200.0,6,52,31.25
4225,536,140.0,105.0,4.0,2,200,25.0
1538,537,199.0,125.37,250.0,2,27,37.0
1520,213,735.0,528.0,3.0,2,289,28.1633
234,213,82.0,67.24,3.0,2,289,18.0
234,213,245.0,200.0,10.0,2,289,18.3673
4877,551,1999.0,1399.0,50.0,2,122,30.015
4211,55,349.0,199.0,200.0,6,237,42.9799
718,55,130.0,89.0,500.0,6,325,31.5385
1274,559,105.0,78.75,75.0,10,75,25.0
722,437,197.0,137.0,250.0,2,294,30.4569
722,437,394.0,274.0,2.0,2,294,30.4569
5778,55,90.0,64.0,50.0,6,331,28.8889
4436,326,189.0,139.0,350.0,8,234,26.455
4435,326,159.0,99.0,270.0,8,224,37.7358
172,420,825.0,544.5,25.0,2,120,34.0
709,581,170.0,124.0,180.0,2,27,27.0588
709,581,260.0,169.0,350.0,2,27,35.0
709,581,650.0,325.0,650.0,2,27,50.0
3483,580,95.0,61.75,100.0,2,157,35.0
4739,399,80.0,56.0,125.0,2,31,30.0
1983,397,280.0,133.0,2.0,10,253,52.5
1983,397,140.0,70.0,400.0,10,253,50.0
2277,693,129.0,122.55,192.0,10,180,5.0
2277,693,387.0,269.55,3.0,10,180,30.3488
4864,818,225.0,147.0,150.0,2,332,34.6667
2003,818,675.0,311.3,3.0,2,332,53.8815
2004,818,450.0,224.82,2.0,2,332,50.04
4713,782,179.0,134.25,320.0,10,138,25.0
4880,551,1399.0,1021.0,50.0,2,122,27.0193
3299,230,450.0,211.19,2.0,2,212,53.0689
3300,230,225.0,144.0,120.0,2,212,36.0
2424,362,450.0,249.0,1.0,9,147,44.6667
2278,268,275.0,220.0,150.0,2,332,20.0
2159,268,550.0,275.0,2.0,2,332,50.0
2709,183,699.0,524.25,1.0,2,290,25.0
2708,183,445.0,267.0,640.0,2,290,40.0
6289,230,450.0,209.0,2.0,2,332,53.5556
6289,230,225.0,152.0,120.0,2,332,32.4444
4292,580,399.0,259.0,200.0,2,159,35.0877
3819,51,170.0,124.0,2.0,4,252,27.0588
3819,51,85.0,62.0,50.0,4,252,27.0588
1367,642,149.0,79.0,4.0,4,103,46.9799
2692,340,1150.0,805.0,1.0,0,14,30.0
441,396,499.0,324.35,600.0,2,290,35.0
2043,236,225.0,180.0,200.0,2,122,20.0
2043,236,150.0,127.0,100.0,2,122,15.3333
2042,236,450.0,336.19,300.0,2,122,25.2911
2042,236,450.0,315.0,2.0,2,122,30.0
1210,274,290.0,209.0,500.0,5,131,27.931
1212,274,155.0,112.0,250.0,5,131,27.7419
1211,274,527.0,379.0,1.0,5,131,28.0835
942,41,839.0,549.0,1.0,9,53,34.565
2774,377,315.0,189.0,500.0,2,37,40.0
2774,377,470.0,282.0,750.0,2,37,40.0
2773,377,630.0,378.0,2.0,2,37,40.0
6364,274,870.0,870.0,1.0,5,268,0.0
6363,274,541.0,389.0,500.0,5,268,28.0961
6362,274,305.0,219.0,250.0,5,268,28.1967
281,536,129.0,116.1,75.0,2,37,10.0
281,536,299.0,239.2,200.0,2,37,20.0
281,536,479.0,344.88,390.0,2,37,28.0
2295,463,45.0,31.5,90.0,1,333,30.0
132,275,1500.0,699.0,453.0,6,238,53.4
432,339,560.0,367.0,700.0,2,290,34.4643
379,339,700.0,525.0,1.0,2,290,25.0
1423,54,50.0,30.0,100.0,6,267,40.0
4760,339,235.0,176.0,150.0,2,122,25.1064
4390,711,521.0,299.0,900.0,9,73,42.6104
126,420,575.0,419.75,9.0,2,120,27.0
5019,536,129.0,116.1,75.0,2,37,10.0
5018,536,299.0,239.2,200.0,2,37,20.0
5018,536,479.0,311.35,390.0,2,37,35.0
4862,818,225.0,189.0,150.0,2,332,16.0
2001,818,675.0,400.25,3.0,2,332,40.7037
2002,818,450.0,289.06,2.0,2,332,35.7644
768,335,650.0,409.0,400.0,2,290,37.0769
485,336,380.0,304.0,240.0,2,290,20.0
6058,551,399.0,319.0,20.0,2,122,20.0501
6053,551,899.0,629.3,50.0,2,122,30.0
660,359,960.0,671.0,5.0,6,26,30.1042
1598,358,75.0,45.0,100.0,10,58,40.0
6453,424,215.0,182.75,135.0,2,332,15.0
6456,424,430.0,322.52,2.0,2,332,24.9953
4674,739,360.0,342.0,340.0,2,290,5.0
4673,739,236.0,236.0,185.0,2,290,0.0
4674,739,860.0,628.0,580.0,2,290,26.9767
1570,343,1300.0,1040.0,1.0,6,238,20.0
4151,343,1320.0,924.0,2.0,6,143,30.0
1571,343,399.0,339.15,250.0,6,238,15.0
1571,343,660.0,462.0,500.0,6,238,30.0
1688,55,300.0,140.0,500.0,6,246,53.3333
3861,587,200.0,150.0,250.0,2,294,25.0
858,580,135.0,94.5,200.0,2,37,30.0
858,580,250.0,162.5,400.0,2,37,35.0
3972,339,160.0,132.0,200.0,2,37,17.5
3973,339,320.0,231.0,400.0,2,37,27.8125
3973,339,75.0,67.5,100.0,2,37,10.0
2271,420,295.0,221.25,5.0,2,201,25.0
3034,743,238.0,161.5,2.0,1,188,32.1429
3034,743,119.0,85.0,200.0,1,188,28.5714
1904,349,99.0,78.5,10.0,0,95,20.7071
1892,349,199.0,199.0,20.0,0,95,0.0
1892,349,349.0,269.0,36.0,0,95,22.9226
1905,349,698.0,511.1,2.0,0,95,26.7765
4539,51,49.0,19.0,1.0,4,46,61.2245
4539,51,118.0,54.52,2.0,4,46,53.7966
4539,51,59.0,29.0,1.0,4,46,50.8475
4539,51,98.0,35.72,2.0,4,46,63.551
1902,55,40.0,30.0,50.0,6,331,25.0
1902,55,80.0,60.0,100.0,6,331,25.0
4808,26,40.0,30.0,125.0,1,175,25.0
6210,101,50.0,25.0,60.0,10,82,50.0
1204,274,474.0,341.0,1.0,5,131,28.0591
5913,598,180.0,129.0,1.0,9,191,28.3333
4168,55,858.0,448.0,2.0,10,172,47.7855
4168,55,429.0,259.0,500.0,10,172,39.627
743,57,199.0,131.0,200.0,2,294,34.1709
3684,54,15.0,10.0,50.0,6,331,33.3333
5996,55,100.0,70.0,200.0,6,331,30.0
4005,55,50.0,36.0,100.0,6,331,28.0
2359,55,40.0,28.0,50.0,6,267,30.0
6361,274,1125.0,809.0,500.0,5,268,28.0889
6360,274,624.0,449.0,250.0,5,268,28.0449
4825,632,100.0,85.0,200.0,1,128,15.0
4825,632,300.0,210.0,3.0,1,128,30.0
4825,632,200.0,150.0,2.0,1,128,25.0
3951,535,1450.0,729.0,2.0,9,79,49.7241
131,420,500.0,365.0,25.0,2,120,27.0
3989,306,52.0,44.2,40.0,10,153,15.0
3989,306,156.0,126.71,3.0,10,153,18.7756
3989,306,312.0,235.74,6.0,10,153,24.4423
3989,306,520.0,343.79,10.0,10,153,33.8865
4844,815,999.0,599.4,1.0,2,290,40.0
5441,697,435.0,316.35,3.0,1,128,27.2759
5441,697,35.0,35.0,200.0,1,91,0.0
5441,697,290.0,215.34,2.0,1,128,25.7448
5441,697,145.0,111.0,1.0,1,91,23.4483
5441,697,105.0,94.5,3.0,1,91,10.0
5441,697,140.0,140.0,4.0,1,128,0.0
2497,789,320.0,224.0,60.0,2,122,30.0
2497,789,640.0,413.55,2.0,2,122,35.3828
278,430,110.0,77.0,150.0,2,122,30.0
2970,743,75.0,55.0,200.0,1,281,26.6667
2970,743,150.0,104.5,2.0,1,281,30.3333
2283,268,275.0,193.0,150.0,2,212,29.8182
2283,268,550.0,334.55,2.0,2,212,39.1727
3102,274,207.0,149.0,250.0,5,134,28.0193
3102,274,374.0,269.0,500.0,5,134,28.0749
2194,274,124.0,89.0,250.0,5,134,28.2258
2194,274,166.0,119.0,500.0,5,134,28.3133
638,224,60.0,60.0,150.0,1,21,0.0
6464,230,275.0,178.75,135.0,2,212,35.0
6463,230,550.0,220.01,2.0,2,212,59.9982
1710,530,420.0,403.2,3.0,2,122,4.0
1711,530,475.0,391.0,200.0,2,122,17.6842
1711,530,140.0,134.4,50.0,2,122,4.0
1711,530,950.0,666.5,2.0,2,122,29.8421
4863,818,627.0,407.55,150.0,2,332,35.0
4819,13,125.0,93.75,500.0,10,44,25.0
3087,274,902.0,649.0,250.0,5,208,28.0488
3087,274,1625.0,1169.0,500.0,5,208,28.0615
3087,274,3155.0,2269.0,1.0,5,208,28.0824
4879,551,1399.0,1021.0,50.0,2,122,27.0193
2595,414,695.0,486.5,8.0,2,120,30.0
5024,701,450.0,351.0,15.0,2,8,22.0
5024,701,850.0,578.0,30.0,2,8,32.0
861,194,200.0,144.0,250.0,2,294,28.0
939,290,210.0,157.5,100.0,2,122,25.0
4226,206,240.0,180.0,150.0,2,332,25.0
2053,536,449.0,336.75,400.0,2,37,25.0
5168,682,100.0,75.0,1.0,2,321,25.0
5169,682,200.0,150.0,3.0,2,321,25.0
4939,55,90.0,67.0,1.0,6,40,25.5556
4939,55,900.0,650.0,10.0,6,40,27.7778
4939,55,450.0,330.0,5.0,6,40,26.6667
1423,54,100.0,60.0,200.0,6,267,40.0
1900,276,190.0,123.5,2.0,8,102,35.0
1900,276,380.0,244.4,4.0,8,102,35.6842
1900,276,570.0,362.7,6.0,8,102,36.3684
5791,276,95.0,65.0,50.0,8,102,31.5789
130,420,500.0,355.0,25.0,2,120,29.0
1500,708,2999.0,1749.0,3.0,9,270,41.6806
3139,594,190.0,109.0,1.0,9,48,42.6316
3139,594,380.0,207.1,2.0,9,48,45.5
3524,436,378.0,226.1,2.0,8,182,40.1852
3524,436,189.0,119.0,45.0,8,182,37.037
4301,326,490.0,249.0,2.0,8,254,49.1837
4774,326,245.0,139.0,500.0,8,254,43.2653
2595,414,695.0,486.5,8.0,2,120,30.0
5296,176,119.0,79.0,2.0,9,24,33.6134
6305,250,239.0,179.0,24.0,2,123,25.1046
4922,443,499.0,424.0,15.0,2,122,15.0301
